PharmGKB Accession Id	Name	Alternate Names	Cross-references	External Vocabulary
PA443297	Agranulocytosis	Agranulocytoses, Granulocytopenia, Granulocytopenias		MeSH:D000380(Agranulocytosis), SnoMedCT:17182001(Agranulocytosis), SnoMedCT:191350006(Agranulocytosis NOS), SnoMedCT:417672002(Granulocytopenic disorder), UMLS:C0001824(C0001824), MedDRA:10001507(Agranulocytosis), NDFRT:N0000000341(Agranulocytosis [Disease/Finding]), MONDO:MONDO:0001609(agranulocytosis), HP:HP:0012234(Agranulocytosis)
PA443298	Agraphia	"""Acquired Agraphia"", ""Acquired Agraphias"", ""Acquired Dysgraphia"", ""Acquired Dysgraphias"", ""Agraphia, Acquired"", ""Agraphia, Constructional"", ""Agraphia, Developmental"", ""Agraphia, Pure"", ""Agraphias"", ""Agraphias, Acquired"", ""Agraphias, Constructional"", ""Agraphias, Developmental"", ""Agraphias, Pure"", ""Constructional Agraphia"", ""Constructional Agraphias"", ""Developmental Agraphia"", ""Developmental Agraphias"", ""Developmental Dysgraphia"", ""Developmental Dysgraphias"", ""Dysgraphia"", ""Dysgraphia, Acquired"", ""Dysgraphia, Developmental"", ""Dysgraphias"", ""Dysgraphias, Acquired"", ""Dysgraphias, Developmental"", ""Pure Agraphia"", ""Pure Agraphias"", ""[D]Agraphia"""		MeSH:D000381(Agraphia), SnoMedCT:206990000([D]Agraphia), SnoMedCT:27206009(Agraphia), UMLS:C0001825(C0001825), MedDRA:10001508(Agraphia), NDFRT:N0000000342(Agraphia [Disease/Finding]), MONDO:MONDO:0000716(agraphia)
PA443302	Airway Obstruction	"""Airway Obstructions"", ""Choking"", ""Obstruction, Airway"", ""Obstructions, Airway"""		MeSH:D000402(Airway Obstruction), SnoMedCT:79688008(Respiratory obstruction), UMLS:C0001883(C0001883), MedDRA:10001536(Airway obstruction NOS), NDFRT:N0000000346(Airway Obstruction [Disease/Finding]), HP:HP:0006536(Airway obstruction)
PA446376	Alagille Syndrome	"""Arteriohepatic Dysplasia"", ""Arteriohepatic Dysplasias"", ""Dysplasia, Arteriohepatic"", ""Dysplasias, Arteriohepatic"", ""Syndrome, Alagille"", ""Watson-Alagille syndrome"""		MeSH:D016738(Alagille Syndrome), SnoMedCT:31742004(Arteriohepatic dysplasia), UMLS:C0085280(C0085280), MedDRA:10053870(Alagille syndrome), NDFRT:N0000003467(Alagille Syndrome [Disease/Finding]), MONDO:MONDO:0007318(Alagille syndrome)
PA443304	Albinism	"""Albinism, NOS"", ""Albinismus"", ""Albinismus, NOS"""		MeSH:D000417(Albinism), SnoMedCT:15890002(Albinism), UMLS:C0001916(C0001916), MedDRA:10001557(Albinism), NDFRT:N0000000348(Albinism [Disease/Finding]), MONDO:MONDO:0043209(albinism), HP:HP:0001022(Albinism)
PA443305	Albuminuria	Albuminurias, [D]Albuminuria		MeSH:D000419(Albuminuria), SnoMedCT:207311002([D]Albuminuria), SnoMedCT:274769005(Albuminuria), UMLS:C0001925(C0001925), MedDRA:10001580(Albuminuria), NDFRT:N0000000349(Albuminuria [Disease/Finding]), HP:HP:0012592(Albuminuria)
PA443309	Alcohol abuse	"""Abuse, Alcohol"", ""Alcohol Abuse"", ""Alcohol problem drinking"", ""Alcoholic Intoxication, Chronic"", ""Alcoholism"", ""Chronic Alcoholic Intoxication"", ""Chronic alcohol abuse"", ""Chronic alcoholism"", ""Intoxication, Chronic Alcoholic"", ""Persistent alcohol abuse"", ""Unspecified chronic alcoholism"", ""alcohol dependence"""		MeSH:D000437(Alcoholism), SnoMedCT:191809008(Unspecified chronic alcoholism), SnoMedCT:191814007(Chronic alcoholism NOS), SnoMedCT:191815008(Alcohol dependence syndrome NOS), SnoMedCT:284591009(Persistent alcohol abuse), SnoMedCT:66590003(Alcohol dependence), SnoMedCT:7200002(Alcoholism), UMLS:C0001973(C0001973), MedDRA:10001585(Alcohol abuse chronic), NDFRT:N0000000353(Alcoholism [Disease/Finding]), MONDO:MONDO:0002046(alcohol abuse), MONDO:MONDO:0007079(alcohol dependence)
PA444802	Alcoholic Liver Diseases	"""Alcoholic Liver Disease"", ""Alcoholic Liver Diseases"", ""Liver Disease, Alcoholic"""		"""MeSH:D008108(Liver Diseases, Alcoholic)"", ""UMLS:C0023896(Liver Diseases, Alcoholic [Disease/Finding])"", ""NDFRT:N0000001867(Liver Diseases, Alcoholic [Disease/Finding])"", ""MONDO:MONDO:0043693(alcoholic liver diseases)"""
PA165108315	Alcoholic polyneuropathy	Alcoholic peripheral neuropathy		MeSH:D020269(Alcoholic Neuropathy), SnoMedCT:7916009(Alcoholic polyneuropathy), UMLS:C0085677(C0085677), MedDRA:10001629(Alcoholic polyneuropathy), NDFRT:N0000004089(Alcoholic Neuropathy [Disease/Finding]), MONDO:MONDO:0006645(alcoholic polyneuropathy)
PA165108900	Alcoholic psychosis	alcohol-induced mental disorder		"""MeSH:D011604(Psychoses, Alcoholic)"", ""SnoMedCT:191482008(Alcoholic psychosis NOS)"", ""UMLS:C0033936(C0033936)"", ""MedDRA:10001631(Alcoholic psychoses)"", ""NDFRT:N0000002530(Psychoses, Alcoholic [Disease/Finding])"", ""MONDO:MONDO:0002330(alcoholic psychosis)"""
PA446879	Alcohol-Related Disorders	"""Alcohol Related Disorders"", ""Alcohol-Related Disorder"", ""Alcohol-induced organic mental disorder, NOS"", ""Disorder, Alcohol-Related"", ""Disorders, Alcohol-Related"""		MeSH:D019973(Alcohol-Related Disorders), SnoMedCT:29212009(Alcohol-induced organic mental disorder), UMLS:C0236664(C0236664), NDFRT:N0000003982(Alcohol-Related Disorders [Disease/Finding]), MONDO:MONDO:0007079(alcohol dependence), MONDO:MONDO:0021698(alcohol-related disorders)
PA443307	Alcohol Withdrawal Delirium	"""Alcohol Withdrawal Associated Autonomic Hyperactivity"", ""Alcohol Withdrawal Hallucinosis"", ""Alcohol Withdrawal Induced Delirium Tremens"", ""Alcohol Withdrawal-Induced Delirium Tremens"", ""Autonomic Hyperactivity, Alcohol Withdrawal Associated"", ""DTs - delirium tremens"", ""Delirium Tremens"", ""Delirium Tremens, Alcohol Withdrawal Induced"", ""Delirium tremens"", ""Delirium, Alcohol Withdrawal"", ""Hallucinosis, Alcohol Withdrawal"""		MeSH:D000430(Alcohol Withdrawal Delirium), SnoMedCT:8635005(Alcohol withdrawal delirium), UMLS:C0001957(C0001957), MedDRA:10001610(Alcohol withdrawal delirium), NDFRT:N0000000351(Alcohol Withdrawal Delirium [Disease/Finding]), MONDO:MONDO:0006642(alcohol withdrawal delirium)
PA446985	Alcohol Withdrawal Seizures	"""Alcoholic Seizures"", ""Seizure, Alcohol Withdrawal"", ""Withdrawal Seizure, Alcohol"", ""Withdrawal-Induced Seizure, Alcohol"""		MeSH:D020270(Alcohol Withdrawal Seizures), SnoMedCT:308742005(Alcohol withdrawal-induced convulsion), SnoMedCT:361267005(Alcohol-related fit), SnoMedCT:361268000(Alcohol-induced epilepsy), UMLS:C0586323(C0586323), MedDRA:10056347(Alcoholic seizure), NDFRT:N0000004090(Alcohol Withdrawal Seizures [Disease/Finding])
PA152241270	Alexander Disease	Alexander disease, Fibrinoid leukodystrophy		MeSH:D038261(Alexander Disease), SnoMedCT:81854007(Alexander's disease), UMLS:C0270726(C0270726), NDFRT:N0000010949(Alexander Disease [Disease/Finding]), MONDO:MONDO:0008752(Alexander disease)
PA443311	Alkalosis	"""Alkaloses"", ""Alkalosis, NOS"""		MeSH:D000471(Alkalosis), SnoMedCT:190892004(Alkalosis NOS), SnoMedCT:21420006(Alkalosis), UMLS:C0002063(C0002063), MedDRA:10001680(Alkalosis), NDFRT:N0000000355(Alkalosis [Disease/Finding]), HP:HP:0001948(Alkalosis)
PA165108908	Allergy to peanuts			MeSH:D021183(Peanut Hypersensitivity), SnoMedCT:91935009(Allergy to peanuts), UMLS:C0559470(C0559470), MedDRA:10034202(Peanut allergy), NDFRT:N0000011071(Peanut Hypersensitivity [Disease/Finding]), MONDO:MONDO:0005902(obsolete peanut allergic reaction)
PA443314	Alopecia	"""Alopecia NOS"", ""Alopecia, Androgenetic"", ""Alopecia, Male Pattern"", ""Androgenetic Alopecia"", ""Baldness"", ""Baldness, Male Pattern"", ""Falling hair"", ""Loss of hair"", ""Male Pattern Alopecia"", ""Male Pattern Baldness"", ""Pseudopelade"", ""Thinning hair"""		MeSH:D000505(Alopecia), SnoMedCT:201157003(Alopecia NOS), SnoMedCT:267810004(Alopecia unspecified), SnoMedCT:278040002(Loss of hair), SnoMedCT:56317004(Alopecia), UMLS:C0002170(C0002170), MedDRA:10001760(Alopecia), NDFRT:N0000000358(Alopecia [Disease/Finding]), MONDO:MONDO:0004907(alopecia), HP:HP:0001596(Alopecia)
PA443315	Alopecia Areata			MeSH:D000506(Alopecia Areata), SnoMedCT:68225006(Alopecia areata), UMLS:C0002171(C0002171), MedDRA:10001761(Alopecia areata), NDFRT:N0000000359(Alopecia Areata [Disease/Finding]), MONDO:MONDO:0005340(alopecia areata)
PA446431	alpha-Thalassemia	"""Disease, Hemoglobin H"", ""Diseases, Hemoglobin H"", ""Hemoglobin H Disease"", ""Hemoglobin H Diseases"", ""Thalassemia alpha"", ""Thalassemia-alpha"", ""Thalassemia-alphas"", ""alpha Thalassaemia"", ""alpha Thalassemia"", ""alpha-Thalassemias"""		MeSH:D017085(alpha-Thalassemia), SnoMedCT:48553001(Hemoglobin H disease), SnoMedCT:68913001(alpha Thalassaemia), UMLS:C0002312(C0002312), MedDRA:10001802(Alpha thalassaemia), NDFRT:N0000003522(alpha-Thalassemia [Disease/Finding]), MONDO:MONDO:0011399(alpha thalassemia spectrum)
PA443319	Alzheimer Disease	"""AD - Alzheimer's disease"", ""Acute Confusional Senile Dementia"", ""Alzheimer Dementia, Presenile"", ""Alzheimer Disease, Early Onset"", ""Alzheimer Disease, Late Onset"", ""Alzheimer Type Dementia"", ""Alzheimer Type Senile Dementia"", ""Alzheimer's Disease"", ""Alzheimer's Disease, Focal Onset"", ""Alzheimer's disease, NOS"", ""Dementia, Alzheimer Type"", ""Dementia, Presenile"", ""Dementia, Presenile Alzheimer"", ""Dementia, Primary Senile Degenerative"", ""Dementia, Senile"", ""Dementias, Presenile"", ""Dementias, Senile"", ""Disease, Alzheimer"", ""Disease, Alzheimer's"", ""Early Onset Alzheimer Disease"", ""Focal Onset Alzheimer's Disease"", ""Late Onset Alzheimer Disease"", ""Presenile Alzheimer Dementia"", ""Presenile Dementia"", ""Presenile Dementias"", ""Primary Senile Degerative Dementia"", ""Senile Dementia"", ""Senile Dementia, Acute Confusional"", ""Senile Dementia, Alzheimer Type"", ""Senile Dementias"""		MeSH:D000544(Alzheimer Disease), SnoMedCT:26929004(Alzheimer's disease), UMLS:C0002395(C0002395), MedDRA:10001896(Alzheimer's disease), NDFRT:N0000000363(Alzheimer Disease [Disease/Finding]), MONDO:MONDO:0004975(Alzheimer disease), HP:HP:0002511(Alzheimer disease)
PA443320	Amblyopia	"""Amblyopia, Anisometropic"", ""Amblyopia, Developmental"", ""Amblyopia, Stimulus Deprivation Induced"", ""Amblyopia, Stimulus Deprivation-Induced"", ""Amblyopia, Suppression"", ""Amblyopias"", ""Amblyopias, Anisometropic"", ""Amblyopias, Developmental"", ""Amblyopias, Stimulus Deprivation-Induced"", ""Amblyopias, Suppression"", ""Amblyopic"", ""Anisometropic Amblyopia"", ""Anisometropic Amblyopias"", ""Deprivation-Induced Amblyopia, Stimulus"", ""Deprivation-Induced Amblyopias, Stimulus"", ""Developmental Amblyopia"", ""Developmental Amblyopias"", ""Eye, Lazy"", ""Eyes, Lazy"", ""Lazy Eye"", ""Lazy Eyes"", ""Stimulus Deprivation Induced Amblyopia"", ""Stimulus Deprivation-Induced Amblyopia"", ""Stimulus Deprivation-Induced Amblyopias"", ""Suppression Amblyopia"", ""Suppression Amblyopias"""		MeSH:D000550(Amblyopia), SnoMedCT:267627009(Unspecified amblyopia), SnoMedCT:387742006(Amblyopia), UMLS:C0002418(C0002418), MedDRA:10001906(Amblyopia), NDFRT:N0000000364(Amblyopia [Disease/Finding]), MONDO:MONDO:0001020(amblyopia), HP:HP:0000646(Amblyopia)
PA165108411	Amebiasis NOS			MeSH:D000562(Amebiasis), SnoMedCT:186122001(Amebiasis NOS), UMLS:C0002438(C0002438), MedDRA:10001916(Amebiasis), NDFRT:N0000000365(Amebiasis [Disease/Finding]), MONDO:MONDO:0005644(amebiasis)
PA443323	Amelogenesis Imperfecta	Amelogenesis imperfecta		MeSH:D000567(Amelogenesis Imperfecta), SnoMedCT:78494001(Amelogenesis imperfecta), UMLS:C0002452(C0002452), NDFRT:N0000000367(Amelogenesis Imperfecta [Disease/Finding]), MONDO:MONDO:0019507(amelogenesis imperfecta), HP:HP:0000705(Amelogenesis imperfecta)
PA443324	Amenorrhea	"""Absence of menstruation"", ""Absence of menstruation, NOS"", ""Amenorrhea, NOS"", ""Amenorrhea, Postpartum"", ""Amenorrhoea"", ""Amenorrhoea, NOS"", ""Postpartum Amenorrhea"", ""Postpartum Amenorrheas"""		MeSH:D000568(Amenorrhea), SnoMedCT:14302001(Amenorrhoea), SnoMedCT:198414005(Amenorrhea NOS), UMLS:C0002453(C0002453), MedDRA:10000326(Absence of menstruation), NDFRT:N0000000368(Amenorrhea [Disease/Finding]), MONDO:MONDO:0001836(amenorrhea), cpgxTags:pgkbTags:1452102240(Maternal Health), HP:HP:0000141(Amenorrhea)
PA443327	Amnesia	"""Amnesia Memory Loss"", ""Amnesia, Dissociative"", ""Amnesia, Global"", ""Amnesia, Hysterical"", ""Amnesia, Tactile"", ""Amnesia, Temporary"", ""Amnesia-Memory Loss"", ""Amnesia-Memory Losses"", ""Amnesias"", ""Amnesias, Dissociative"", ""Amnesias, Global"", ""Amnesias, Hysterical"", ""Amnesias, Tactile"", ""Amnesias, Temporary"", ""Amnestic State"", ""Amnestic States"", ""Dissociative Amnesia"", ""Dissociative Amnesias"", ""Global Amnesia"", ""Global Amnesias"", ""Hysterical Amnesia"", ""Hysterical Amnesias"", ""Memory loss - amnesia"", ""State, Amnestic"", ""States, Amnestic"", ""Tactile Amnesia"", ""Tactile Amnesias"", ""Temporary Amnesia"", ""Temporary Amnesias"""		MONDO:MONDO:0001152(amnestic disorder)
PA166232141	Amplification of sexual behavior	Amplification of sexual behavior, Compulsive sexual behaviour, hypersexuality state		SnoMedCT:73744004(Hypersexuality state), HP:HP:5200321(Amplification of sexual behavior)
PA443331	Amyloidosis	Amyloidoses, Amyloidosis NOS		MeSH:D000686(Amyloidosis), SnoMedCT:17602002(Amyloidosis), SnoMedCT:190931005(Amyloidosis NOS), UMLS:C0002726(C0002726), MedDRA:10002021(Amyloid disease), NDFRT:N0000000375(Amyloidosis [Disease/Finding]), MONDO:MONDO:0019065(amyloidosis), HP:HP:0011034(Amyloidosis)
PA447169	Amyloidosis, Familial	"""Amyloidoses, Familial"", ""Amyloidoses, Hereditary"", ""Amyloidosis, Hereditary"", ""Familial Amyloidoses"", ""Familial Amyloidosis"", ""Hereditary Amyloidoses"", ""Hereditary Amyloidosis"""		"""MeSH:D028226(Amyloidosis, Familial)"", ""UMLS:C0740340(Amyloidosis, Familial [Disease/Finding])"", ""NDFRT:N0000010964(Amyloidosis, Familial [Disease/Finding])"", ""MONDO:MONDO:0018634(hereditary amyloidosis)"""
PA443332	Amyotrophic Lateral Sclerosis	"""ALS (Amyotrophic Lateral Sclerosis)"", ""ALSs (Amyotrophic Lateral Sclerosis)"", ""Amyotrophic Lateral Sclerosis With Dementia"", ""Amyotrophic Lateral Sclerosis, Guam Form"", ""Amyotrophic lateral sclerosis"", ""Bulbar motor neuron disease"", ""Dementia With Amyotrophic Lateral Sclerosis"", ""Gehrig Disease"", ""Gehrig's Disease"", ""Gehrigs Disease"", ""Guam Form of Amyotrophic Lateral Sclerosis"", ""Lateral Scleroses, Amyotrophic"", ""Lou Gehrig Disease"", ""Lou Gehrig's Disease"", ""Lou Gehrigs Disease"", ""Motor Neuron Disease, Amyotrophic Lateral Sclerosis"", ""Sclerosis, Amyotrophic Lateral"""		MeSH:D000690(Amyotrophic Lateral Sclerosis), SnoMedCT:86044005(Amyotrophic lateral sclerosis), UMLS:C0002736(C0002736), MedDRA:10052889(ALS), NDFRT:N0000000376(Amyotrophic Lateral Sclerosis [Disease/Finding]), MONDO:MONDO:0004976(amyotrophic lateral sclerosis), HP:HP:0007354(Amyotrophic lateral sclerosis)
PA443335	Anaphylaxis	"""Allergic shock"", ""Anaphylactic Reaction"", ""Anaphylactic Reactions"", ""Anaphylactic Shock"", ""Anaphylactic reaction"", ""Generalized anaphylaxis"", ""Reaction, Anaphylactic"", ""Reactions, Anaphylactic"", ""Shock, Anaphylactic"", ""Systemic anaphylaxis"""		MeSH:D000707(Anaphylaxis), SnoMedCT:39579001(Anaphylaxis), UMLS:C0002792(C0002792), MedDRA:10002198(Anaphylactic reaction), NDFRT:N0000000379(Anaphylaxis [Disease/Finding]), MONDO:MONDO:0100053(anaphylaxis)
PA152545828	Anauxetic Dysplasia			MeSH:C538256(Anauxetic dysplasia), MONDO:MONDO:0011773(anauxetic dysplasia)
PA166048833	Ancylostomiasis			NDFRT:N0000000383(Ancylostomiasis), MONDO:MONDO:0005645(ancylostomiasis)
PA443340	Anemia	Absolute anaemia, Anaemia (disorder), Anaemia unspecified, Anemia [dup] (disorder), Anemia unspecified, Anemias		MeSH:D000740(Anemia), SnoMedCT:267531008(Anemia unspecified), SnoMedCT:271737000(Anemia), UMLS:C0002871(C0002871), MedDRA:10002034(Anaemia), NDFRT:N0000000384(Anemia [Disease/Finding]), MONDO:MONDO:0002280(anemia), HP:HP:0001903(Anemia)
PA447182	Anemia, Diamond-Blackfan	"""Anemia, Diamond Blackfan"", ""Chronic constitutional pure red cell anaemia"", ""Chronic constitutional pure red cell aplasia"", ""Congenital erythroid hypoplasia"", ""Congenital hypoplastic anaemia"", ""Congenital hypoplastic anemia"", ""Congenital red cell aplasia"", ""Diamond Blackfan Anemia"", ""Diamond-Blackfan Anemia"", ""Diamond-Blackfan anemia"", ""Diamond-Blackfan syndrome"", ""Familial hypoplastic anaemia"", ""Familial hypoplastic anemia"""		"""MeSH:D029503(Anemia, Diamond-Blackfan)"", ""SnoMedCT:88854002(Diamond-Blackfan anemia)"", ""UMLS:C1260899(C1260899)"", ""MedDRA:10062988(Diamond-Blackfan anaemia)"", ""NDFRT:N0000010983(Anemia, Diamond-Blackfan [Disease/Finding])"", ""MONDO:MONDO:0015253(Diamond-Blackfan anemia)"""
PA166048920	Anemia, Hypochromic			"""NDFRT:N0000000391(Anemia, Hypochromic)"", ""MONDO:MONDO:0001357(hypochromic anemia)"", ""HP:HP:0001931(Hypochromic anemia)"""
PA443352	Anemia, Pernicious	"""Addison Anemia"", ""Addison's Anemia"", ""Addison's anemia"", ""Addisons Anemia"", ""Anemia, Addison"", ""Anemia, Addison's"", ""Anemia, Addisons"", ""Pernicious Anemia"", ""Pernicious anaemia"", ""Pernicious anemia"", ""Pernicious anemia, NOS"""		"""MeSH:D000752(Anemia, Pernicious)"", ""SnoMedCT:84027009(Pernicious anaemia)"", ""UMLS:C0002892(C0002892)"", ""MedDRA:10055713(Addison's anaemia)"", ""NDFRT:N0000000396(Anemia, Pernicious [Disease/Finding])"", ""MONDO:MONDO:0008228(pernicious anemia)"""
PA443355	Anemia, Sickle Cell	"""Anemias, Sickle Cell"", ""Disease, Hemoglobin S"", ""Diseases, Hemoglobin S"", ""Drepanocythaemia"", ""Haemoglobin S-S disease"", ""Hb S disease"", ""Hb SS disease"", ""Hemoglobin S Disease"", ""Hemoglobin S Diseases"", ""Hemoglobin S disease"", ""Hemoglobin S-S disease"", ""Sickle Cell Anemia"", ""Sickle Cell Anemias"", ""Sickle cell anaemia"", ""Sickle cell anaemia of unspecified type"", ""Sickle cell anemia of unspecified type"", ""Sickle cell disease"", ""Sickle cell syndrome"", ""Sickling disorder due to haemoglobin S"", ""Sickling disorder due to hemoglobin S"""		"""MeSH:D000755(Anemia, Sickle Cell)"", ""SnoMedCT:127040003(Hb SS disease)"", ""SnoMedCT:191195005(Sickle cell anemia of unspecified type)"", ""SnoMedCT:191199004(Sickle cell anemia NOS)"", ""SnoMedCT:417357006(Sickling disorder due to haemoglobin S)"", ""UMLS:C0002895(C0002895)"", ""MedDRA:10002077(Anaemia sickle cell)"", ""NDFRT:N0000000399(Anemia, Sickle Cell [Disease/Finding])"", ""MONDO:MONDO:0011382(sickle cell anemia)"""
PA443359	Aneurysm	Aneurysm NOS, Aneurysmal dilatation, Aneurysms		HP:HP:0002617(Vascular dilatation)
PA446460	Angelman Syndrome	"""Children, Puppet"", ""Happy Puppet Syndrome"", ""Puppet Children"", ""Syndrome, Angelman"", ""Syndrome, Happy Puppet"""		MeSH:D017204(Angelman Syndrome), SnoMedCT:76880004(Angelman syndrome), UMLS:C0162635(C0162635), MedDRA:10049004(Angelman's syndrome), NDFRT:N0000003551(Angelman Syndrome [Disease/Finding]), MONDO:MONDO:0007113(Angelman syndrome)
PA443362	Angina Pectoris	Angina, Angina pectoris, Angina pectoris NOS, Anginal syndrome, Angor Pectoris, Ischaemic chest pain, Ischaemic heart disease - angina, Ischemic chest pain, Stenocardia, Stenocardias		MeSH:D000787(Angina Pectoris), SnoMedCT:194828000(Angina), SnoMedCT:194830003(Angina pectoris NOS), SnoMedCT:225566008(Ischaemic chest pain), UMLS:C0002962(C0002962), MedDRA:10002372(Angina), NDFRT:N0000000406(Angina Pectoris [Disease/Finding]), HP:HP:0001681(Angina pectoris)
PA443371	Angioedema	"""Angio-oedema"", ""Angio-oedema-urticaria"", ""Angioedema"", ""Angioedema, Hereditary"", ""Angioedema, NOS"", ""Angioedemas"", ""Angioneurotic Edema"", ""Angioneurotic Edemas"", ""Angioneurotic edema"", ""Angioneurotic edema, NOS"", ""Angioneurotic oedema"", ""Edema, Angioneurotic"", ""Edema, Quincke's"", ""Edemas, Angioneurotic"", ""Giant Urticaria"", ""Giant Urticarias"", ""Giant urticaria"", ""Hereditary angio-oedema"", ""Hereditary angioedema"", ""Hereditary angioneurotic oedema"", ""Quincke Edema"", ""Quincke's Edema"", ""Quincke's disease"", ""Quincke's edema"", ""Quincke's oedema"", ""Quinckes Edema"", ""Urticaria, Giant"", ""Urticaria-angio-oedema"", ""Urticaria-angioedema"", ""Urticarias, Giant"""		MeSH:D000799(Angioedema), SnoMedCT:400075008(Giant urticaria), SnoMedCT:41291007(Angioedema), UMLS:C0002994(C0002994), MedDRA:10002394(Angio-edema), NDFRT:N0000000415(Angioedema [Disease/Finding]), MONDO:MONDO:0010481(angioedema), HP:HP:0100665(Angioedema)
PA446590	Angiomyolipoma	Angiomyolipomas		MeSH:D018207(Angiomyolipoma), SnoMedCT:19929002(Angiomyolipoma), UMLS:C0206633(C0206633), MedDRA:10051810(Angiomyolipoma), NDFRT:N0000003681(Angiomyolipoma [Disease/Finding]), MONDO:MONDO:0002603(angiomyolipoma)
